Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,2166.71,безналичный,Витебск,Беларусбанк-KVWP-320,21-07-2010,21:58:53,успешно,да,31.08
физ. лицо,списание средств,3100.42,наличный,Могилев,Белинвестбанк-ROUO-279,02-06-2023,19:33:47,недостаточно средств,нет,0.0
юр. лицо,списание средств,673.82,наличный,Гродно,Приорбанк-VQOT-671,28-06-2007,14:56:43,неправильный ввод пин-кода,да,17.64
физ. лицо,списание средств,1781.24,безналичный,Гомель,Беларусбанк-PPWA-377,28-02-2023,09:49:01,недостаточно средств,нет,0.0
физ. лицо,списание средств,66.93,безналичный,Витебск,Беларусбанк-MIJV-328,10-04-2011,13:57:37,успешно,да,4.18
физ. лицо,списание средств,3129.19,наличный,Брест,Приорбанк-MLSU-580,09-05-2004,00:51:06,недостаточно средств,да,235.5
юр. лицо,списание средств,4947.05,наличный,Гомель,Белинвестбанк-AZRE-452,16-09-2023,10:02:41,успешно,да,198.26
физ. лицо,списание средств,385.18,наличный,Минск,Белинвестбанк-BDYX-468,08-07-2023,18:43:32,недостаточно средств,нет,0.0
юр. лицо,получение средств,2063.16,наличный,Могилев,МаксБанк-CPDR-659,31-08-2014,03:38:48,успешно,нет,0.0
юр. лицо,получение средств,365.18,наличный,Гомель,МаксБанк-VFHZ-526,15-05-2005,18:09:31,успешно,нет,0.0
физ. лицо,получение средств,1059.48,наличный,Могилев,Беларусбанк-OFVP-368,06-09-2019,06:18:38,успешно,нет,0.0
юр. лицо,получение средств,4485.62,наличный,Гродно,Беларусбанк-TVXG-105,04-09-2020,22:07:12,успешно,нет,0.0
физ. лицо,списание средств,249.62,наличный,Гродно,БелАгропромбанк-XGGG-290,11-03-2022,07:05:50,недостаточно средств,нет,0.0
юр. лицо,списание средств,1894.01,безналичный,Минск,МаксБанк-SUIW-710,01-01-2007,11:58:53,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,2341.48,безналичный,Витебск,Приорбанк-KVOQ-517,04-12-2019,01:10:16,успешно,нет,0.0
физ. лицо,получение средств,3492.94,безналичный,Минск,МаксБанк-PRUY-527,02-03-2022,10:51:49,успешно,нет,0.0
физ. лицо,получение средств,4252.32,безналичный,Витебск,Белинвестбанк-BZPB-144,07-09-2010,06:06:59,успешно,нет,0.0
юр. лицо,получение средств,566.92,наличный,Витебск,Белинвестбанк-XOFQ-326,11-12-2011,13:34:29,успешно,нет,0.0
юр. лицо,списание средств,414.21,безналичный,Брест,Беларусбанк-OTIE-045,19-09-2010,08:51:31,недостаточно средств,да,22.75
юр. лицо,списание средств,1809.35,безналичный,Брест,Беларусбанк-IASZ-758,07-11-2001,21:44:43,неправильный ввод пин-кода,да,100.34
физ. лицо,получение средств,1052.47,безналичный,Гродно,БелАгропромбанк-VDIP-834,27-10-2011,18:40:38,успешно,нет,0.0
юр. лицо,получение средств,4645.36,наличный,Брест,МаксБанк-MORL-153,22-02-2023,21:13:03,успешно,нет,0.0
юр. лицо,получение средств,4420.88,безналичный,Гомель,БелАгропромбанк-NRAN-911,30-06-2004,20:57:59,успешно,нет,0.0
юр. лицо,получение средств,4533.98,наличный,Гродно,Белинвестбанк-UGMA-773,24-08-2024,13:11:59,успешно,нет,0.0
юр. лицо,получение средств,1049.17,наличный,Брест,БелАгропромбанк-IVTK-647,01-02-2001,06:12:34,успешно,нет,0.0
юр. лицо,списание средств,78.3,безналичный,Гомель,Белинвестбанк-GFZX-689,17-03-2021,01:13:52,неправильный ввод пин-кода,да,3.93
физ. лицо,получение средств,4614.96,безналичный,Минск,Приорбанк-BMAW-220,03-11-2003,17:35:20,успешно,нет,0.0
физ. лицо,списание средств,4015.13,наличный,Витебск,Приорбанк-SAMP-153,06-04-2012,10:34:43,недостаточно средств,да,335.26
юр. лицо,списание средств,4455.08,наличный,Витебск,МаксБанк-DMMM-985,16-07-2024,05:07:00,неправильный ввод пин-кода,да,185.75
физ. лицо,получение средств,1180.14,безналичный,Минск,БелАгропромбанк-YSPN-776,04-03-2022,20:19:01,успешно,нет,0.0
физ. лицо,списание средств,3972.32,наличный,Брест,МаксБанк-UHTX-315,26-06-2016,07:12:57,неправильный ввод пин-кода,да,263.15
физ. лицо,получение средств,870.37,наличный,Минск,БелАгропромбанк-ZNQV-349,01-02-2019,07:39:27,успешно,нет,0.0
юр. лицо,списание средств,4458.25,безналичный,Могилев,МаксБанк-TUUB-353,27-11-2012,19:46:37,недостаточно средств,нет,0.0
физ. лицо,получение средств,4970.22,наличный,Брест,Приорбанк-NVDL-911,16-03-2023,21:09:59,успешно,нет,0.0
физ. лицо,получение средств,152.96,наличный,Гомель,БелАгропромбанк-NLEF-567,30-10-2010,17:51:48,успешно,нет,0.0
юр. лицо,списание средств,2776.81,наличный,Минск,Беларусбанк-LITC-941,27-03-2011,10:46:48,успешно,да,147.2
физ. лицо,получение средств,2580.96,безналичный,Гродно,БелАгропромбанк-HYUI-698,09-10-2000,20:00:48,успешно,нет,0.0
физ. лицо,списание средств,4318.9,наличный,Гродно,БелАгропромбанк-NVZN-539,22-07-2022,02:30:31,недостаточно средств,да,388.37
физ. лицо,списание средств,1018.65,наличный,Гомель,БелАгропромбанк-MKZN-074,15-01-2013,00:18:04,успешно,да,16.73
физ. лицо,получение средств,822.44,наличный,Могилев,Белинвестбанк-MDIY-709,28-08-2023,23:54:33,успешно,нет,0.0
физ. лицо,получение средств,3137.18,безналичный,Гомель,Приорбанк-MKME-597,21-07-2014,06:25:37,успешно,нет,0.0
физ. лицо,списание средств,2404.41,наличный,Минск,МаксБанк-ONJM-722,13-12-2012,17:46:23,недостаточно средств,да,231.08
юр. лицо,получение средств,1223.24,наличный,Могилев,Белинвестбанк-DBEO-184,28-05-2018,10:42:08,успешно,нет,0.0
физ. лицо,получение средств,628.03,безналичный,Гродно,Приорбанк-BJFK-684,22-10-2004,07:05:50,успешно,нет,0.0
